WellName,TotalProdMonths,OIL_BBL
LENORAH 1-24 0603BH,20,1675.5028481418965
LENORAH 1-24 0603BH,21,1207.1236428658665
LENORAH 1-24 0603BH,22,1270.4785943112315
LENORAH 1-24 0603BH,23,1040.5253483063027
LENORAH 1-24 0603BH,24,957.6545966411026
LENORAH 1-24 0603BH,25,695.4288810043496
LENORAH 1-24 0603BH,26,812.9996774506702
LENORAH 1-24 0603BH,27,492.212961293633
LENORAH 1-24 0603BH,28,807.2877359229137
LENORAH 1-24 0603BH,29,810.5879688056175
LENORAH 1-24 0603BH,30,773.9680770110011
LENORAH 1-24 0603BH,31,562.6897065009869
LENORAH 1-24 0603BH,32,913.9106444410344
LENORAH 1-24 0603BH,33,903.9147467674608
LENORAH 1-24 0603BH,34,649.7492152865416
LENORAH 1-24 0603BH,35,787.7719357030792
LENORAH 1-24 0603BH,36,730.414522861858
LENORAH 1-24 0603BH,37,841.5593850894526
LENORAH 1-24 0603BH,38,706.3767689325496
LENORAH 1-24 0603BH,39,505.3878264246189
LENORAH 1-24 0603BH,40,453.1473612020129
LENORAH 1-24 0603BH,41,421.52541824418336
LENORAH 1-24 0603BH,42,279.8851348600668
LENORAH 1-24 0603BH,43,470.2197197683072
LENORAH 1-24 0603BH,44,467.4272150214041
LENORAH 1-24 0603BH,45,461.71527349364766
LENORAH 1-24 0603BH,46,215.43539462188133
LENORAH 1-24 0603BH,47,118.52278670094664
LENORAH 1-24 0603BH,48,162.80620004530303
STRAIN 20 UNIT 2 2005BH,1,19427.441890412723
STRAIN 20 UNIT 2 2005BH,2,14094.52479016992
STRAIN 20 UNIT 2 2005BH,3,12854.27480107423
STRAIN 20 UNIT 2 2005BH,4,9794.30238521844
STRAIN 20 UNIT 2 2005BH,5,9316.318455700462
STRAIN 20 UNIT 2 2005BH,6,7779.589208679415
STRAIN 20 UNIT 2 2005BH,7,3111.2800413740674
STRAIN 20 UNIT 2 2005BH,8,8028.665250144871
STRAIN 20 UNIT 2 2005BH,9,5590.359343747468
STRAIN 20 UNIT 2 2005BH,10,4880.021434757956
STRAIN 20 UNIT 2 2005BH,11,4131.530487412272
STRAIN 20 UNIT 2 2005BH,12,3668.658520627839
STRAIN 20 UNIT 2 2005BH,13,3359.345824480072
STRAIN 20 UNIT 2 2005BH,14,3008.991382479578
STRAIN 20 UNIT 2 2005BH,15,2330.381900091596
STRAIN 20 UNIT 2 2005BH,16,274.7316427053727
STRAIN 20 UNIT 2 2005BH,17,186.58209076124547
STRAIN 20 UNIT 2 2005BH,18,1048.6639623977849
STRAIN 20 UNIT 2 2005BH,19,1878.6069899742656
STRAIN 20 UNIT 2 2005BH,20,1937.801815723392
STRAIN 20 UNIT 2 2005BH,21,2598.889629689632
STRAIN 20 UNIT 2 2005BH,22,1840.248742888832
STRAIN 20 UNIT 2 2005BH,23,2606.7349172622494
STRAIN 20 UNIT 2 2005BH,24,2435.985469228037
STRAIN 20 UNIT 2 2005BH,25,2245.1097804391216
STRAIN 20 UNIT 2 2005BH,26,2327.540548455638
STRAIN 20 UNIT 2 2005BH,27,1916.0181198477133
STRAIN 20 UNIT 2 2005BH,28,1801.484588426833
STRAIN 20 UNIT 2 2005BH,29,1919.3330300896648
STRAIN 20 UNIT 2 2005BH,30,1752.340480329663
STRAIN 20 UNIT 2 2005BH,31,1659.8229140054957
STRAIN 20 UNIT 2 2005BH,32,1734.2347562938637
